instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name
147.0,2011-05-27,2.0,0.0,5.0,0.0,5.0,1.0,1.0,0.681667,0.637008,0.65375,0.240679,871.0,3808.0,4679.0,Summer
148.0,2011-05-28,2.0,0.0,5.0,0.0,6.0,0.0,1.0,0.655833,0.612379,0.729583,0.230092,2001.0,2757.0,4758.0,Summer
149.0,2011-05-29,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.6675,0.61555,0.81875,0.213938,2266.75,2433.0,4788.0,Summer
150.0,2011-05-30,2.0,0.0,5.0,0.0,1.0,0.0,1.0,0.733333,0.671092,0.685,0.131225,1549.0,2549.0,4098.0,Summer
151.0,2011-05-31,2.0,0.0,5.0,0.0,2.0,1.0,1.0,0.775,0.725383,0.636667,0.111329,673.0,3309.0,3982.0,Summer
152.0,2011-06-01,2.0,0.0,6.0,0.0,3.0,1.0,2.0,0.764167,0.720967,0.677083,0.207092,513.0,3461.0,3974.0,Summer
153.0,2011-06-02,2.0,0.0,6.0,0.0,4.0,1.0,1.0,0.715,0.643942,0.305,0.292287,736.0,4232.0,4968.0,Summer
154.0,2011-06-03,2.0,0.0,6.0,0.0,5.0,1.0,1.0,0.62,0.587133,0.354167,0.253121,898.0,4414.0,5312.0,Summer
155.0,2011-06-04,2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.635,0.594696,0.45625,0.123142,1869.0,3473.0,5342.0,Summer
156.0,2011-06-05,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.648333,0.616804,0.6525,0.138692,1685.0,3221.0,4906.0,Summer
157.0,2011-06-06,2.0,0.0,6.0,0.0,1.0,1.0,1.0,0.678333,0.621858,0.6,0.121896,673.0,3875.0,4548.0,Summer
158.0,2011-06-07,2.0,0.0,6.0,0.0,2.0,1.0,1.0,0.7075,0.65595,0.597917,0.187808,763.0,4070.0,4833.0,Summer
159.0,2011-06-08,2.0,0.0,6.0,0.0,3.0,1.0,1.0,0.775833,0.727279,0.622083,0.136817,676.0,3725.0,4401.0,Summer
160.0,2011-06-09,2.0,0.0,6.0,0.0,4.0,1.0,2.0,0.808333,0.757579,0.568333,0.149883,563.0,3352.0,3915.0,Summer
161.0,2011-06-10,2.0,0.0,6.0,0.0,5.0,1.0,1.0,0.755,0.703292,0.605,0.140554,815.0,3771.0,4586.0,Summer
162.0,2011-06-11,2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.725,0.678038,0.654583,0.15485,1729.0,3237.0,4966.0,Summer
163.0,2011-06-12,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.6925,0.643325,0.747917,0.163567,1467.0,2993.0,4460.0,Summer
164.0,2011-06-13,2.0,0.0,6.0,0.0,1.0,1.0,1.0,0.635,0.601654,0.494583,0.30535,863.0,4157.0,5020.0,Summer
165.0,2011-06-14,2.0,0.0,6.0,0.0,2.0,1.0,1.0,0.604167,0.591546,0.507083,0.269283,727.0,4164.0,4891.0,Summer
166.0,2011-06-15,2.0,0.0,6.0,0.0,3.0,1.0,1.0,0.626667,0.587754,0.471667,0.167912,769.0,4411.0,5180.0,Summer
167.0,2011-06-16,2.0,0.0,6.0,0.0,4.0,1.0,2.0,0.628333,0.595346,0.688333,0.206471,545.0,3222.0,3767.0,Summer
168.0,2011-06-17,2.0,0.0,6.0,0.0,5.0,1.0,1.0,0.649167,0.600383,0.735833,0.143029,863.0,3981.0,4844.0,Summer
169.0,2011-06-18,2.0,0.0,6.0,0.0,6.0,0.0,1.0,0.696667,0.643954,0.670417,0.119408,1807.0,3312.0,5119.0,Summer
170.0,2011-06-19,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.699167,0.645846,0.666667,0.102,1639.0,3105.0,4744.0,Summer
171.0,2011-06-20,2.0,0.0,6.0,0.0,1.0,1.0,2.0,0.635,0.595346,0.74625,0.155475,699.0,3311.0,4010.0,Summer
172.0,2011-06-21,3.0,0.0,6.0,0.0,2.0,1.0,2.0,0.680833,0.637646,0.770417,0.171025,774.0,4061.0,4835.0,Fall
173.0,2011-06-22,3.0,0.0,6.0,0.0,3.0,1.0,1.0,0.733333,0.693829,0.7075,0.172262,661.0,3846.0,4507.0,Fall
174.0,2011-06-23,3.0,0.0,6.0,0.0,4.0,1.0,2.0,0.728333,0.693833,0.703333,0.238804,746.0,4044.0,4790.0,Fall
175.0,2011-06-24,3.0,0.0,6.0,0.0,5.0,1.0,1.0,0.724167,0.656583,0.573333,0.222025,969.0,4022.0,4991.0,Fall
176.0,2011-06-25,3.0,0.0,6.0,0.0,6.0,0.0,1.0,0.695,0.643313,0.483333,0.209571,1782.0,3420.0,5202.0,Fall
177.0,2011-06-26,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.68,0.637629,0.513333,0.0945333,1920.0,3385.0,5305.0,Fall
178.0,2011-06-27,3.0,0.0,6.0,0.0,1.0,1.0,2.0,0.6825,0.637004,0.658333,0.107588,854.0,3854.0,4708.0,Fall
179.0,2011-06-28,3.0,0.0,6.0,0.0,2.0,1.0,1.0,0.744167,0.692558,0.634167,0.144283,732.0,3916.0,4648.0,Fall
180.0,2011-06-29,3.0,0.0,6.0,0.0,3.0,1.0,1.0,0.728333,0.654688,0.497917,0.261821,848.0,4377.0,5225.0,Fall
181.0,2011-06-30,3.0,0.0,6.0,0.0,4.0,1.0,1.0,0.696667,0.637008,0.434167,0.185312,1027.0,4488.0,5515.0,Fall
182.0,2011-07-01,3.0,0.0,7.0,0.0,5.0,1.0,1.0,0.7225,0.652162,0.39625,0.102608,1246.0,4116.0,5362.0,Fall
183.0,2011-07-02,3.0,0.0,7.0,0.0,6.0,0.0,1.0,0.738333,0.667308,0.444583,0.115062,2204.0,2915.0,5119.0,Fall
184.0,2011-07-03,3.0,0.0,7.0,0.0,0.0,0.0,2.0,0.716667,0.668575,0.6825,0.228858,2266.75,2367.0,4649.0,Fall
185.0,2011-07-04,3.0,0.0,7.0,0.0,1.0,0.0,2.0,0.726667,0.665417,0.637917,0.0814792,2266.75,2978.0,6043.0,Fall
186.0,2011-07-05,3.0,0.0,7.0,0.0,2.0,1.0,1.0,0.746667,0.696338,0.590417,0.126258,1031.0,3634.0,4665.0,Fall
187.0,2011-07-06,3.0,0.0,7.0,0.0,3.0,1.0,1.0,0.72,0.685633,0.743333,0.149883,784.0,3845.0,4629.0,Fall
188.0,2011-07-07,3.0,0.0,7.0,0.0,4.0,1.0,1.0,0.75,0.686871,0.65125,0.1592,754.0,3838.0,4592.0,Fall
189.0,2011-07-08,3.0,0.0,7.0,0.0,5.0,1.0,2.0,0.709167,0.670483,0.757917,0.225129,692.0,3348.0,4040.0,Fall
190.0,2011-07-09,3.0,0.0,7.0,0.0,6.0,0.0,1.0,0.733333,0.664158,0.609167,0.167912,1988.0,3348.0,5336.0,Fall
191.0,2011-07-10,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.7475,0.690025,0.578333,0.183471,1743.0,3138.0,4881.0,Fall
192.0,2011-07-11,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.7625,0.729804,0.635833,0.282337,723.0,3363.0,4086.0,Fall
193.0,2011-07-12,3.0,0.0,7.0,0.0,2.0,1.0,1.0,0.794167,0.739275,0.559167,0.200254,662.0,3596.0,4258.0,Fall
194.0,2011-07-13,3.0,0.0,7.0,0.0,3.0,1.0,1.0,0.746667,0.689404,0.631667,0.146133,748.0,3594.0,4342.0,Fall
195.0,2011-07-14,3.0,0.0,7.0,0.0,4.0,1.0,1.0,0.680833,0.635104,0.47625,0.240667,888.0,4196.0,5084.0,Fall
196.0,2011-07-15,3.0,0.0,7.0,0.0,5.0,1.0,1.0,0.663333,0.624371,0.59125,0.182833,1318.0,4220.0,5538.0,Fall
197.0,2011-07-16,3.0,0.0,7.0,0.0,6.0,0.0,1.0,0.686667,0.638263,0.585,0.208342,2266.75,3505.0,5923.0,Fall
198.0,2011-07-17,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.719167,0.669833,0.604167,0.245033,2006.0,3296.0,5302.0,Fall
199.0,2011-07-18,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.746667,0.703925,0.65125,0.215804,841.0,3617.0,4458.0,Fall
200.0,2011-07-19,3.0,0.0,7.0,0.0,2.0,1.0,1.0,0.776667,0.747479,0.650417,0.1306,752.0,3789.0,4541.0,Fall
201.0,2011-07-20,3.0,0.0,7.0,0.0,3.0,1.0,1.0,0.768333,0.74685,0.707083,0.113817,644.0,3688.0,4332.0,Fall
202.0,2011-07-21,3.0,0.0,7.0,0.0,4.0,1.0,2.0,0.815,0.826371,0.69125,0.222021,632.0,3152.0,3784.0,Fall
203.0,2011-07-22,3.0,0.0,7.0,0.0,5.0,1.0,1.0,0.848333,0.840896,0.580417,0.1331,562.0,2825.0,3387.0,Fall
204.0,2011-07-23,3.0,0.0,7.0,0.0,6.0,0.0,1.0,0.849167,0.804287,0.5,0.131221,987.0,2298.0,3285.0,Fall
205.0,2011-07-24,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.83,0.794829,0.550833,0.169171,1050.0,2556.0,3606.0,Fall
206.0,2011-07-25,3.0,0.0,7.0,0.0,1.0,1.0,1.0,0.743333,0.720958,0.757083,0.0908083,568.0,3272.0,3840.0,Fall
207.0,2011-07-26,3.0,0.0,7.0,0.0,2.0,1.0,1.0,0.771667,0.696979,0.540833,0.200258,750.0,3840.0,4590.0,Fall
208.0,2011-07-27,3.0,0.0,7.0,0.0,3.0,1.0,1.0,0.775,0.690667,0.402917,0.183463,755.0,3901.0,4656.0,Fall
209.0,2011-07-28,3.0,0.0,7.0,0.0,4.0,1.0,1.0,0.779167,0.7399,0.583333,0.178479,606.0,3784.0,4390.0,Fall
210.0,2011-07-29,3.0,0.0,7.0,0.0,5.0,1.0,1.0,0.838333,0.785967,0.5425,0.174138,670.0,3176.0,3846.0,Fall
211.0,2011-07-30,3.0,0.0,7.0,0.0,6.0,0.0,1.0,0.804167,0.728537,0.465833,0.168537,1559.0,2916.0,4475.0,Fall
212.0,2011-07-31,3.0,0.0,7.0,0.0,0.0,0.0,1.0,0.805833,0.729796,0.480833,0.164813,1524.0,2778.0,4302.0,Fall
213.0,2011-08-01,3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.771667,0.703292,0.550833,0.156717,729.0,3537.0,4266.0,Fall
214.0,2011-08-02,3.0,0.0,8.0,0.0,2.0,1.0,1.0,0.783333,0.707071,0.49125,0.20585,801.0,4044.0,4845.0,Fall
215.0,2011-08-03,3.0,0.0,8.0,0.0,3.0,1.0,2.0,0.731667,0.679937,0.6575,0.135583,467.0,3107.0,3574.0,Fall
216.0,2011-08-04,3.0,0.0,8.0,0.0,4.0,1.0,2.0,0.71,0.664788,0.7575,0.19715,799.0,3777.0,4576.0,Fall
217.0,2011-08-05,3.0,0.0,8.0,0.0,5.0,1.0,1.0,0.710833,0.656567,0.630833,0.184696,1023.0,3843.0,4866.0,Fall
218.0,2011-08-06,3.0,0.0,8.0,0.0,6.0,0.0,2.0,0.716667,0.676154,0.755,0.22825,1521.0,2773.0,4294.0,Fall
219.0,2011-08-07,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.7425,0.715292,0.752917,0.201487,1298.0,2487.0,3785.0,Fall
220.0,2011-08-08,3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.765,0.703283,0.592083,0.192175,846.0,3480.0,4326.0,Fall
221.0,2011-08-09,3.0,0.0,8.0,0.0,2.0,1.0,1.0,0.775,0.724121,0.570417,0.151121,907.0,3695.0,4602.0,Fall
222.0,2011-08-10,3.0,0.0,8.0,0.0,3.0,1.0,1.0,0.766667,0.684983,0.424167,0.200258,884.0,3896.0,4780.0,Fall
223.0,2011-08-11,3.0,0.0,8.0,0.0,4.0,1.0,1.0,0.7175,0.651521,0.42375,0.164796,812.0,3980.0,4792.0,Fall
224.0,2011-08-12,3.0,0.0,8.0,0.0,5.0,1.0,1.0,0.708333,0.654042,0.415,0.125621,1051.0,3854.0,4905.0,Fall
225.0,2011-08-13,3.0,0.0,8.0,0.0,6.0,0.0,2.0,0.685833,0.645858,0.729583,0.211454,1504.0,2646.0,4150.0,Fall
226.0,2011-08-14,3.0,0.0,8.0,0.0,0.0,0.0,2.0,0.676667,0.624388,0.8175,0.222633,1338.0,2482.0,3820.0,Fall
227.0,2011-08-15,3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.665833,0.616167,0.712083,0.208954,775.0,3563.0,4338.0,Fall
228.0,2011-08-16,3.0,0.0,8.0,0.0,2.0,1.0,1.0,0.700833,0.645837,0.578333,0.236329,721.0,4004.0,4725.0,Fall
229.0,2011-08-17,3.0,0.0,8.0,0.0,3.0,1.0,1.0,0.723333,0.666671,0.575417,0.143667,668.0,4026.0,4694.0,Fall
230.0,2011-08-18,3.0,0.0,8.0,0.0,4.0,1.0,1.0,0.711667,0.662258,0.654583,0.233208,639.0,3166.0,3805.0,Fall
231.0,2011-08-19,3.0,0.0,8.0,0.0,5.0,1.0,2.0,0.685,0.633221,0.722917,0.139308,797.0,3356.0,4153.0,Fall
232.0,2011-08-20,3.0,0.0,8.0,0.0,6.0,0.0,1.0,0.6975,0.648996,0.674167,0.104467,1914.0,3277.0,5191.0,Fall
233.0,2011-08-21,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.710833,0.675525,0.77,0.248754,1249.0,2624.0,3873.0,Fall
234.0,2011-08-22,3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.691667,0.638254,0.47,0.27675,833.0,3925.0,4758.0,Fall
235.0,2011-08-23,3.0,0.0,8.0,0.0,2.0,1.0,1.0,0.640833,0.606067,0.455417,0.146763,1281.0,4614.0,5895.0,Fall
236.0,2011-08-24,3.0,0.0,8.0,0.0,3.0,1.0,1.0,0.673333,0.630692,0.605,0.253108,949.0,4181.0,5130.0,Fall
237.0,2011-08-25,3.0,0.0,8.0,0.0,4.0,1.0,2.0,0.684167,0.645854,0.771667,0.210833,435.0,3107.0,3542.0,Fall
238.0,2011-08-26,3.0,0.0,8.0,0.0,5.0,1.0,1.0,0.7,0.659733,0.76125,0.0839625,768.0,3893.0,4661.0,Fall
239.0,2011-08-27,3.0,0.0,8.0,0.0,6.0,0.0,2.0,0.68,0.635556,0.85,0.375617,226.0,889.0,1115.0,Fall
240.0,2011-08-28,3.0,0.0,8.0,0.0,0.0,0.0,1.0,0.707059,0.647959,0.561765,0.304659,1415.0,2919.0,4334.0,Fall
241.0,2011-08-29,3.0,0.0,8.0,0.0,1.0,1.0,1.0,0.636667,0.607958,0.554583,0.159825,729.0,3905.0,4634.0,Fall
242.0,2011-08-30,3.0,0.0,8.0,0.0,2.0,1.0,1.0,0.639167,0.594704,0.548333,0.125008,775.0,4429.0,5204.0,Fall
243.0,2011-08-31,3.0,0.0,8.0,0.0,3.0,1.0,1.0,0.656667,0.611121,0.597917,0.0833333,688.0,4370.0,5058.0,Fall
244.0,2011-09-01,3.0,0.0,9.0,0.0,4.0,1.0,1.0,0.655,0.614921,0.639167,0.141796,783.0,4332.0,5115.0,Fall
245.0,2011-09-02,3.0,0.0,9.0,0.0,5.0,1.0,2.0,0.643333,0.604808,0.727083,0.139929,875.0,3852.0,4727.0,Fall
246.0,2011-09-03,3.0,0.0,9.0,0.0,6.0,0.0,1.0,0.669167,0.633213,0.716667,0.185325,1935.0,2549.0,4484.0,Fall
247.0,2011-09-04,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.709167,0.665429,0.742083,0.206467,2266.75,2419.0,4940.0,Fall
248.0,2011-09-05,3.0,0.0,9.0,0.0,1.0,0.0,2.0,0.673333,0.625646,0.790417,0.212696,1236.0,2115.0,3351.0,Fall
249.0,2011-09-06,3.0,0.0,9.0,0.0,2.0,1.0,3.0,0.54,0.5152,0.886957,0.343943,204.0,2506.0,2710.0,Fall
250.0,2011-09-07,3.0,0.0,9.0,0.0,3.0,1.0,3.0,0.599167,0.544229,0.917083,0.0970208,118.0,1878.0,1996.0,Fall
251.0,2011-09-08,3.0,0.0,9.0,0.0,4.0,1.0,3.0,0.633913,0.555361,0.939565,0.192748,153.0,1689.0,1842.0,Fall
252.0,2011-09-09,3.0,0.0,9.0,0.0,5.0,1.0,2.0,0.65,0.578946,0.897917,0.124379,417.0,3127.0,3544.0,Fall
253.0,2011-09-10,3.0,0.0,9.0,0.0,6.0,0.0,1.0,0.66,0.607962,0.75375,0.153608,1750.0,3595.0,5345.0,Fall
254.0,2011-09-11,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.653333,0.609229,0.71375,0.115054,1633.0,3413.0,5046.0,Fall
255.0,2011-09-12,3.0,0.0,9.0,0.0,1.0,1.0,1.0,0.644348,0.60213,0.692174,0.088913,690.0,4023.0,4713.0,Fall
256.0,2011-09-13,3.0,0.0,9.0,0.0,2.0,1.0,1.0,0.650833,0.603554,0.7125,0.141804,701.0,4062.0,4763.0,Fall
257.0,2011-09-14,3.0,0.0,9.0,0.0,3.0,1.0,1.0,0.673333,0.6269,0.697083,0.1673,647.0,4138.0,4785.0,Fall
258.0,2011-09-15,3.0,0.0,9.0,0.0,4.0,1.0,2.0,0.5775,0.553671,0.709167,0.271146,428.0,3231.0,3659.0,Fall
259.0,2011-09-16,3.0,0.0,9.0,0.0,5.0,1.0,2.0,0.469167,0.461475,0.590417,0.164183,742.0,4018.0,4760.0,Fall
260.0,2011-09-17,3.0,0.0,9.0,0.0,6.0,0.0,2.0,0.491667,0.478512,0.718333,0.189675,1434.0,3077.0,4511.0,Fall
261.0,2011-09-18,3.0,0.0,9.0,0.0,0.0,0.0,1.0,0.5075,0.490537,0.695,0.178483,1353.0,2921.0,4274.0,Fall
262.0,2011-09-19,3.0,0.0,9.0,0.0,1.0,1.0,2.0,0.549167,0.529675,0.69,0.151742,691.0,3848.0,4539.0,Fall
263.0,2011-09-20,3.0,0.0,9.0,0.0,2.0,1.0,2.0,0.561667,0.532217,0.88125,0.134954,438.0,3203.0,3641.0,Fall
264.0,2011-09-21,3.0,0.0,9.0,0.0,3.0,1.0,2.0,0.595,0.550533,0.9,0.0964042,539.0,3813.0,4352.0,Fall
265.0,2011-09-22,3.0,0.0,9.0,0.0,4.0,1.0,2.0,0.628333,0.554963,0.902083,0.128125,555.0,4240.0,4795.0,Fall
266.0,2011-09-23,4.0,0.0,9.0,0.0,5.0,1.0,2.0,0.609167,0.522125,0.9725,0.0783667,258.0,2137.0,2395.0,Winter
267.0,2011-09-24,4.0,0.0,9.0,0.0,6.0,0.0,2.0,0.606667,0.564412,0.8625,0.0783833,1776.0,3647.0,5423.0,Winter
268.0,2011-09-25,4.0,0.0,9.0,0.0,0.0,0.0,2.0,0.634167,0.572637,0.845,0.0503792,1544.0,3466.0,5010.0,Winter
269.0,2011-09-26,4.0,0.0,9.0,0.0,1.0,1.0,2.0,0.649167,0.589042,0.848333,0.1107,684.0,3946.0,4630.0,Winter
270.0,2011-09-27,4.0,0.0,9.0,0.0,2.0,1.0,2.0,0.636667,0.574525,0.885417,0.118171,477.0,3643.0,4120.0,Winter
271.0,2011-09-28,4.0,0.0,9.0,0.0,3.0,1.0,2.0,0.635,0.575158,0.84875,0.148629,480.0,3427.0,3907.0,Winter
272.0,2011-09-29,4.0,0.0,9.0,0.0,4.0,1.0,1.0,0.616667,0.574512,0.699167,0.172883,653.0,4186.0,4839.0,Winter
273.0,2011-09-30,4.0,0.0,9.0,0.0,5.0,1.0,1.0,0.564167,0.544829,0.6475,0.206475,830.0,4372.0,5202.0,Winter
274.0,2011-10-01,4.0,0.0,10.0,0.0,6.0,0.0,2.0,0.41,0.412863,0.75375,0.292296,480.0,1949.0,2429.0,Winter
275.0,2011-10-02,4.0,0.0,10.0,0.0,0.0,0.0,2.0,0.356667,0.345317,0.791667,0.222013,616.0,2302.0,2918.0,Winter
276.0,2011-10-03,4.0,0.0,10.0,0.0,1.0,1.0,2.0,0.384167,0.392046,0.760833,0.0833458,330.0,3240.0,3570.0,Winter
277.0,2011-10-04,4.0,0.0,10.0,0.0,2.0,1.0,1.0,0.484167,0.472858,0.71,0.205854,486.0,3970.0,4456.0,Winter
278.0,2011-10-05,4.0,0.0,10.0,0.0,3.0,1.0,1.0,0.538333,0.527138,0.647917,0.17725,559.0,4267.0,4826.0,Winter
279.0,2011-10-06,4.0,0.0,10.0,0.0,4.0,1.0,1.0,0.494167,0.480425,0.620833,0.134954,639.0,4126.0,4765.0,Winter
280.0,2011-10-07,4.0,0.0,10.0,0.0,5.0,1.0,1.0,0.510833,0.504404,0.684167,0.0223917,949.0,4036.0,4985.0,Winter
281.0,2011-10-08,4.0,0.0,10.0,0.0,6.0,0.0,1.0,0.521667,0.513242,0.70125,0.0454042,2235.0,3174.0,5409.0,Winter
282.0,2011-10-09,4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.540833,0.523983,0.7275,0.06345,2266.75,3114.0,5511.0,Winter
283.0,2011-10-10,4.0,0.0,10.0,0.0,1.0,0.0,1.0,0.570833,0.542925,0.73375,0.0423042,1514.0,3603.0,5117.0,Winter
284.0,2011-10-11,4.0,0.0,10.0,0.0,2.0,1.0,2.0,0.566667,0.546096,0.80875,0.143042,667.0,3896.0,4563.0,Winter
285.0,2011-10-12,4.0,0.0,10.0,0.0,3.0,1.0,3.0,0.543333,0.517717,0.90625,0.24815,217.0,2199.0,2416.0,Winter
286.0,2011-10-13,4.0,0.0,10.0,0.0,4.0,1.0,2.0,0.589167,0.551804,0.896667,0.141787,290.0,2623.0,2913.0,Winter
287.0,2011-10-14,4.0,0.0,10.0,0.0,5.0,1.0,2.0,0.550833,0.529675,0.71625,0.223883,529.0,3115.0,3644.0,Winter
288.0,2011-10-15,4.0,0.0,10.0,0.0,6.0,0.0,1.0,0.506667,0.498725,0.483333,0.258083,1899.0,3318.0,5217.0,Winter
289.0,2011-10-16,4.0,0.0,10.0,0.0,0.0,0.0,1.0,0.511667,0.503154,0.486667,0.281717,1748.0,3293.0,5041.0,Winter
290.0,2011-10-17,4.0,0.0,10.0,0.0,1.0,1.0,1.0,0.534167,0.510725,0.579583,0.175379,713.0,3857.0,4570.0,Winter
291.0,2011-10-18,4.0,0.0,10.0,0.0,2.0,1.0,2.0,0.5325,0.522721,0.701667,0.110087,637.0,4111.0,4748.0,Winter
292.0,2011-10-19,4.0,0.0,10.0,0.0,3.0,1.0,3.0,0.541739,0.513848,0.895217,0.243339,254.0,2170.0,2424.0,Winter
293.0,2011-10-20,4.0,0.0,10.0,0.0,4.0,1.0,1.0,0.475833,0.466525,0.63625,0.38061125,471.0,3724.0,4195.0,Winter
